player_name,archetype_magicgg,mainboard,sideboard
Quinn Tonole,Mono-Red Aggro,"10 Mountain; 4 Scalding Viper; 4 Burst Lightning; 3 Scorching Shot; 4 Hearthborn Battler; 4 Hired Claw; 1 Great Hall of the Biblioplex; 1 Kellan, Planar Trailblazer; 1 Multiversal Passage; 4 Razorkin Needlehead; 2 Shock; 1 Tokka and Rahzar, Terrible Twos; 3 Fanatical Firebrand; 3 Ojer Axonil, Deepest Might; 4 Riverpyre Verge; 2 Hexing Squelcher; 4 Steam Vents; 3 Spirebluff Canal; 2 Vibrant Outburst","1 Scorching Shot; 1 Impractical Joke; 3 Stingerback Terror; 4 Magebane Lizard; 1 Tokka and Rahzar, Terrible Twos; 1 Twinmaw Stormbrood; 2 Soul-Guide Lantern; 2 Sunspine Lynx"
Alvaro Fernandez Torres,Izzet Prowess,8 Island; 4 Eddymurk Crab; 4 Opt; 4 Stormchaser's Talent; 4 Burst Lightning; 1 Stormcarved Coast; 4 Boomerang Basics; 2 Get Out; 1 Roaring Furnace // Steaming Sauna; 4 Flow State; 2 Spell Pierce; 2 Prismari Charm; 4 Riverpyre Verge; 4 Steam Vents; 4 Spirebluff Canal; 4 Sleight of Hand; 4 Slickshot Show-Off,"1 Flashfreeze; 1 Wan Shi Tong, Librarian; 1 Annul; 1 Slagstorm; 1 Impractical Joke; 1 Sear; 2 Ghost Vacuum; 1 Roaring Furnace // Steaming Sauna; 2 Ral, Crackling Wit; 1 Soul-Guide Lantern; 2 Broadside Barrage; 1 Negate"
Bernardo Torres,Izzet Spellementals,2 Burst Lightning; 4 Eddymurk Crab; 2 Get Out; 4 Hearth Elemental; 7 Island; 4 Opt; 4 Prismari Charm; 4 Riverpyre Verge; 4 Sleight of Hand; 1 Spell Pierce; 1 Spell Snare; 4 Spirebluff Canal; 4 Steam Vents; 1 Stormcarved Coast; 3 Sunderflock; 3 Traumatic Critique; 2 Winternight Stories; 3 Flow State; 3 Impractical Joke,"2 Flashfreeze; 2 Broadside Barrage; 2 Colorstorm Stallion; 1 Hydro-Man, Fluid Felon; 1 Disdainful Stroke; 1 Negate; 2 Ghost Vacuum; 1 Sunderflock; 1 Abrade; 2 The Legend of Kuruk"
Sebastian Torrico,Izzet Spellementals,"7 Island; 4 Eddymurk Crab; 4 Opt; 1 Three Steps Ahead; 2 Traumatic Critique; 1 Abrade; 1 Stormcarved Coast; 3 Burst Lightning; 1 Ral, Crackling Wit; 3 Colorstorm Stallion; 1 Winternight Stories; 1 Impractical Joke; 2 Spell Snare; 2 Sear; 1 Multiversal Passage; 2 Spell Pierce; 3 Hearth Elemental; 3 Prismari Charm; 4 Riverpyre Verge; 4 Steam Vents; 4 Spirebluff Canal; 4 Sleight of Hand; 2 Sunderflock","1 Sunderflock; 2 Disdainful Stroke; 1 Annul; 1 Hydro-Man, Fluid Felon; 1 Tishana's Tidebinder; 2 Pyroclasm; 1 Ral, Crackling Wit; 1 Quantum Riddler; 2 Soul-Guide Lantern; 1 Fire Magic; 2 Broadside Barrage"
Klarke Trezise,Izzet Lessons,"4 Abandon Attachments; 4 Accumulate Wisdom; 2 Agna Qel'a; 4 Artist's Talent; 2 Boomerang Basics; 1 Burst Lightning; 4 Combustion Technique; 4 Firebending Lesson; 4 Gran-Gran; 2 Iroh's Demonstration; 5 Island; 2 It'll Quench Ya!; 4 Monument to Endurance; 2 Mountain; 1 Ral, Crackling Wit; 4 Riverpyre Verge; 4 Spirebluff Canal; 4 Steam Vents; 1 Stormcarved Coast; 2 Three Steps Ahead","1 Annul; 1 Disdainful Stroke; 2 Flashfreeze; 1 Negate; 1 Price of Freedom; 2 Quantum Riddler; 2 Sear; 2 Soul-Guide Lantern; 1 Spell Pierce; 1 Splatter Technique; 1 Wan Shi Tong, Librarian"
Cyprien Tron,Bant Airbending,"4 Aang, Swift Savior; 4 Interdimensional Web Watch; 4 Starting Town; 4 Temple Garden; 3 Floodfarm Verge; 3 Hallowed Fountain; 4 Llanowar Elves; 4 Badgermole Cub; 4 Aang, at the Crossroads; 4 Breeding Pool; 4 Bramble Familiar; 4 Airbender Ascension; 1 Cavern of Souls; 4 Hushwood Verge; 4 Doc Aurlock, Grizzled Genius; 1 Plains; 4 Appa, Steadfast Guardian","1 Disdainful Stroke; 1 Cathar Commando; 1 Get Lost; 1 Bovine Intervention; 4 Seam Rip; 2 Beza, the Bounding Spring; 1 Cavern of Souls; 2 Avatar's Wrath; 2 Rest in Peace"
Mark Tubola,Mono-Green Landfall,4 Earthbender Ascension; 4 Mightform Harmonizer; 4 Escape Tunnel; 3 Meltstrider's Resolve; 4 Keen-Eyed Curator; 2 Sapling Nursery; 1 Royal Treatment; 4 Sazh's Chocobo; 3 Ba Sing Se; 4 Llanowar Elves; 4 Icetill Explorer; 4 Badgermole Cub; 4 Fabled Passage; 15 Forest,"2 Origin of Metalbending; 2 Surrak, Elusive Hunter; 1 Meltstrider's Resolve; 2 Pawpatch Formation; 2 Torpor Orb; 4 Mossborn Hydra; 2 Sapling Nursery"
Ben Tudman,Azorius Tempo,"3 Floodpits Drowner; 4 High Noon; 2 Restless Anchorage; 2 Erode; 4 Aang, Swift Savior; 1 Wan Shi Tong, Librarian; 4 Avatar's Wrath; 4 Starting Town; 4 Aven Interrupter; 4 Floodfarm Verge; 4 Hallowed Fountain; 3 Skycoach Conductor; 2 Enduring Innocence; 2 Island; 2 Multiversal Passage; 2 Spell Snare; 4 Voice of Victory; 2 Enduring Curiosity; 2 Abandoned Air Temple; 5 Plains","1 Requisition Raid; 1 Wan Shi Tong, Librarian; 1 Get Lost; 2 Seam Rip; 2 Tishana's Tidebinder; 1 Kutzil's Flanker; 2 Annul; 2 Quantum Riddler; 2 Rest in Peace; 1 Elspeth, Storm Slayer"
Jay van der Heiden,Izzet Prowess,4 Eddymurk Crab; 4 Flow State; 2 Multiversal Passage; 1 Get Out; 1 Stock Up; 7 Island; 4 Stormchaser's Talent; 4 Steam Vents; 4 Spirebluff Canal; 1 Roaring Furnace // Steaming Sauna; 1 Prismari Charm; 4 Burst Lightning; 4 Sleight of Hand; 1 Traumatic Critique; 4 Opt; 2 Spell Pierce; 4 Slickshot Show-Off; 4 Riverpyre Verge; 4 Boomerang Basics,"1 Annul; 2 Ral, Crackling Wit; 2 Broadside Barrage; 1 Abrade; 2 Disdainful Stroke; 1 Impractical Joke; 1 Ghost Vacuum; 2 Sunderflock; 1 Slagstorm; 1 Spell Snare; 1 Soul-Guide Lantern"
Luis Venegas,Izzet Prowess,6 Island; 1 Willowrush Verge; 4 Opt; 2 Eddymurk Crab; 4 Elusive Otter; 4 Stormchaser's Talent; 4 Burst Lightning; 4 Boomerang Basics; 1 Roaring Furnace // Steaming Sauna; 2 Secret Identity; 4 Flow State; 2 Multiversal Passage; 1 Stock Up; 1 Prismari Charm; 4 Riverpyre Verge; 4 Steam Vents; 4 Spirebluff Canal; 4 Sleight of Hand; 4 Slickshot Show-Off,"1 Annul; 2 Slagstorm; 2 Get Out; 1 Sear; 2 Spell Pierce; 2 Drake Hatcher; 2 Ral, Crackling Wit; 2 Soul-Guide Lantern; 1 Broadside Barrage"
Gaétan Verdierre,Mono-Green Landfall,"2 Esper Origins; 1 Bristly Bill, Spine Sower; 1 Promising Vein; 4 Earthbender Ascension; 4 Mightform Harmonizer; 4 Escape Tunnel; 3 Meltstrider's Resolve; 3 Sapling Nursery; 1 Royal Treatment; 4 Sazh's Chocobo; 3 Ba Sing Se; 4 Icetill Explorer; 4 Llanowar Elves; 4 Badgermole Cub; 4 Fabled Passage; 14 Forest",2 Origin of Metalbending; 1 Meltstrider's Resolve; 2 Pawpatch Formation; 2 Torpor Orb; 3 Keen-Eyed Curator; 4 Mossborn Hydra; 1 Sapling Nursery
Evan Vetter,Azorius Momo,"1 Parting Gust; 4 Momo, Friendly Flier; 1 Aang, Swift Savior; 1 Aven Interrupter; 3 Seam Rip; 4 Floodfarm Verge; 4 Hallowed Fountain; 3 Haliya, Guided by Light; 4 Springleaf Drum; 1 Practiced Offense; 4 Daydream; 3 Multiversal Passage; 9 Plains; 1 Abandoned Air Temple; 4 Sage of the Skies; 4 Starfield Shepherd; 1 Spider-Sense; 3 Nurturing Pixie; 1 Figure of Fable; 4 Quantum Riddler",1 Disdainful Stroke; 2 Aven Interrupter; 2 No More Lies; 2 Avatar's Wrath; 1 Curious Farm Animals; 3 Rest in Peace; 1 Erode; 1 Spell Pierce; 2 Clarion Conqueror
Alex von Stange,Izzet Prowess,6 Island; 4 Eddymurk Crab; 4 Opt; 4 Stormchaser's Talent; 4 Burst Lightning; 1 Stormcarved Coast; 1 Great Hall of the Biblioplex; 4 Boomerang Basics; 1 Get Out; 2 Roaring Furnace // Steaming Sauna; 4 Flow State; 1 Impractical Joke; 1 Multiversal Passage; 1 Spell Pierce; 1 Stock Up; 1 Prismari Charm; 4 Riverpyre Verge; 4 Steam Vents; 4 Spirebluff Canal; 4 Sleight of Hand; 4 Slickshot Show-Off,"1 Disdainful Stroke; 2 Bounce Off; 1 Wan Shi Tong, Librarian; 1 Slagstorm; 1 Get Out; 1 Ghost Vacuum; 2 Ral, Crackling Wit; 1 Abrade; 1 Pyroclasm; 1 Spell Pierce; 1 Spell Snare; 1 Negate; 1 Broadside Barrage"
John Wager,Azorius Tempo,"3 Floodpits Drowner; 4 High Noon; 2 Restless Anchorage; 2 Erode; 1 Wan Shi Tong, Librarian; 4 Aang, Swift Savior; 4 Avatar's Wrath; 4 Starting Town; 4 Aven Interrupter; 4 Floodfarm Verge; 4 Hallowed Fountain; 3 Skycoach Conductor; 2 Enduring Innocence; 2 Island; 2 Multiversal Passage; 2 Spell Snare; 4 Voice of Victory; 2 Enduring Curiosity; 2 Abandoned Air Temple; 5 Plains","1 Requisition Raid; 1 Wan Shi Tong, Librarian; 1 Get Lost; 2 Seam Rip; 2 Tishana's Tidebinder; 1 Kutzil's Flanker; 2 Annul; 2 Quantum Riddler; 2 Rest in Peace; 1 Elspeth, Storm Slayer"
Robert Wagner-Krankel,Izzet Prowess,4 Boomerang Basics; 4 Burst Lightning; 4 Colorstorm Stallion; 4 Eddymurk Crab; 3 Flow State; 2 Get Out; 9 Island; 4 Opt; 2 Prismari Charm; 4 Riverpyre Verge; 4 Sleight of Hand; 1 Spell Pierce; 4 Spirebluff Canal; 4 Steam Vents; 4 Stormchaser's Talent; 2 Traumatic Critique; 1 Impractical Joke,"2 Annul; 2 Broadside Barrage; 1 Disdainful Stroke; 1 Get Out; 1 Impractical Joke; 1 Negate; 2 Ral, Crackling Wit; 1 Roaring Furnace // Steaming Sauna; 1 Sear; 3 Soul-Guide Lantern"
Austin Walker,Azorius Tempo,"2 Seam Rip; 2 Erode; 1 Airbender Ascension; 4 High Noon; 1 Avatar's Wrath; 4 Voice of Victory; 4 Floodpits Drowner; 4 Skycoach Conductor; 4 Aven Interrupter; 3 Aang, Swift Savior; 2 Enduring Curiosity; 2 Quantum Riddler; 1 Wan Shi Tong, Librarian; 1 Restless Anchorage; 4 Floodfarm Verge; 4 Starting Town; 4 Hallowed Fountain; 2 Multiversal Passage; 5 Plains; 3 Island; 2 Abandoned Air Temple; 1 Sunpearl Kirin",1 Seam Rip; 2 Annul; 2 Avatar's Wrath; 1 Disdainful Stroke; 1 Pyrrhic Strike; 2 Glen Elendra Guardian; 2 Tishana's Tidebinder; 2 Rest in Peace; 1 Kutzil's Flanker; 1 The Unagi of Kyoshi Island
Daniel Weiser,Izzet Lessons,5 Island; 4 Gran-Gran; 1 Three Steps Ahead; 3 Flashback; 1 Pyroclasm; 2 Agna Qel'a; 1 Boomerang Basics; 4 Combustion Technique; 1 Iroh's Demonstration; 3 Mountain; 4 Firebending Lesson; 4 Monument to Endurance; 4 Accumulate Wisdom; 4 Abandon Attachments; 3 It'll Quench Ya!; 4 Riverpyre Verge; 4 Artist's Talent; 4 Steam Vents; 4 Spirebluff Canal,"1 Essence Scatter; 1 Flashfreeze; 3 Wan Shi Tong, Librarian; 1 Impractical Joke; 1 Sear; 3 Spell Pierce; 2 Annul; 1 Ral, Crackling Wit; 2 Emeritus of Ideation"
Daniel Weiss,Izzet Prowess,4 Boomerang Basics; 1 Into the Flood Maw; 4 Burst Lightning; 4 Colorstorm Stallion; 3 Elusive Otter; 4 Flow State; 6 Island; 2 Multiversal Passage; 4 Opt; 4 Riverpyre Verge; 1 Secret Identity; 4 Sleight of Hand; 4 Slickshot Show-Off; 4 Spirebluff Canal; 4 Steam Vents; 4 Stormchaser's Talent; 2 Wild Ride; 1 Willowrush Verge,"1 Sear; 1 Ral, Crackling Wit; 2 Eddymurk Crab; 2 Get Out; 2 Impractical Joke; 1 Roaring Furnace // Steaming Sauna; 2 Soul-Guide Lantern; 2 Spell Pierce; 1 Broadside Barrage; 1 Elusive Otter"
Tom White,Izzet Maestro,2 Mistrise Village; 2 Thundering Falls; 3 Sorceress's Schemes; 3 Three Steps Ahead; 2 Willowrush Verge; 1 Abrade; 2 Great Hall of the Biblioplex; 3 Molten-Core Maestro; 1 Hedge Maze; 1 Fountainport; 4 Combustion Technique; 3 Ashling's Command; 2 Island; 4 Firebending Lesson; 1 Spell Pierce; 2 Abandon Attachments; 4 Accumulate Wisdom; 1 Stock Up; 1 Prismari Charm; 2 It'll Quench Ya!; 4 Riverpyre Verge; 4 Steam Vents; 4 Tablet of Discovery; 4 Spirebluff Canal,2 Origin of Metalbending; 2 Negate; 2 Mathemagics; 1 Ill-Timed Explosion; 2 Annul; 2 Flashfreeze; 2 Soul-Guide Lantern; 1 Spell Pierce; 1 Broadside Barrage
Joshua Willis,Izzet Prowess,7 Island; 4 Eddymurk Crab; 4 Opt; 4 Stormchaser's Talent; 2 Traumatic Critique; 4 Burst Lightning; 1 Great Hall of the Biblioplex; 4 Boomerang Basics; 1 Hearth Elemental; 2 Get Out; 3 Colorstorm Stallion; 4 Flow State; 1 Impractical Joke; 1 Sear; 1 Multiversal Passage; 1 Spell Pierce; 4 Riverpyre Verge; 4 Steam Vents; 4 Spirebluff Canal; 4 Sleight of Hand,"1 Disdainful Stroke; 1 Flashfreeze; 1 Annul; 1 Slagstorm; 1 Ghost Vacuum; 1 Roaring Furnace // Steaming Sauna; 2 Ral, Crackling Wit; 1 Soul-Guide Lantern; 1 Spell Pierce; 2 Broadside Barrage; 3 Sunderflock"
Charles Wong,Mono-Green Landfall,1 Cavern of Souls; 4 Earthbender Ascension; 4 Mightform Harmonizer; 4 Esper Origins; 4 Meltstrider's Resolve; 4 Escape Tunnel; 2 Dragon Sniper; 4 Ba Sing Se; 4 Sazh's Chocobo; 4 Icetill Explorer; 4 Llanowar Elves; 4 Badgermole Cub; 4 Fabled Passage; 13 Forest,1 Archdruid's Charm; 1 Pawpatch Formation; 1 Cavern of Souls; 2 Royal Treatment; 3 Soul-Guide Lantern; 4 Mossborn Hydra; 1 Edge Rover; 2 Sapling Nursery
Marcus Wosner,Mono-Green Landfall,15 Forest; 4 Fabled Passage; 4 Escape Tunnel; 3 Ba Sing Se; 4 Llanowar Elves; 4 Sazh's Chocobo; 4 Badgermole Cub; 4 Keen-Eyed Curator; 4 Earthbender Ascension; 4 Icetill Explorer; 4 Mightform Harmonizer; 2 Sapling Nursery; 3 Meltstrider's Resolve; 1 Royal Treatment,"2 Sapling Nursery; 1 Meltstrider's Resolve; 4 Mossborn Hydra; 2 Origin of Metalbending; 2 Pawpatch Formation; 2 Torpor Orb; 2 Surrak, Elusive Hunter"
Matthew Wright,Azorius Momo,"4 Momo, Friendly Flier; 2 Erode; 1 Aang, Swift Savior; 4 Seam Rip; 4 Floodfarm Verge; 3 Haliya, Guided by Light; 4 Hallowed Fountain; 4 Springleaf Drum; 1 Island; 2 Multiversal Passage; 4 Daydream; 1 No More Lies; 2 Abandoned Air Temple; 8 Plains; 4 Sage of the Skies; 4 Starfield Shepherd; 3 Nurturing Pixie; 1 Flitterwing Nuisance; 4 Quantum Riddler","1 Disdainful Stroke; 1 Aang, Swift Savior; 1 Flashfreeze; 1 Get Lost; 1 Pyrrhic Strike; 1 Spider-Sense; 2 Cosmogrand Zenith; 1 Avatar's Wrath; 1 Curious Farm Animals; 3 Rest in Peace; 2 Clarion Conqueror"
Allen Wu,Izzet Prowess,4 Boomerang Basics; 4 Steam Vents; 4 Eddymurk Crab; 4 Spirebluff Canal; 4 Sleight of Hand; 2 Multiversal Passage; 4 Opt; 4 Riverpyre Verge; 7 Island; 4 Slickshot Show-Off; 2 Stock Up; 4 Burst Lightning; 1 Impractical Joke; 4 Stormchaser's Talent; 4 Flow State; 2 Spell Pierce; 1 Get Out; 1 Roaring Furnace // Steaming Sauna,1 Sear; 2 Get Out; 1 Annul; 2 The Legend of Kuruk; 2 Slagstorm; 1 Impractical Joke; 1 Disdainful Stroke; 2 Sunderflock; 1 Spell Snare; 1 Negate; 1 Spell Pierce
Tristan Wylde-LaRue,Mono-Green Landfall,4 Escape Tunnel; 4 Fabled Passage; 13 Forest; 4 Icetill Explorer; 4 Llanowar Elves; 4 Earthbender Ascension; 4 Mightform Harmonizer; 4 Sazh's Chocobo; 4 Esper Origins; 4 Meltstrider's Resolve; 4 Ba Sing Se; 4 Badgermole Cub; 1 Cavern of Souls; 2 Dragon Sniper,1 Cavern of Souls; 4 Mossborn Hydra; 1 Pawpatch Formation; 2 Royal Treatment; 2 Sapling Nursery; 2 Edge Rover; 3 Soul-Guide Lantern
Matt Xu,Golgari Midrange,4 Badgermole Cub; 1 Bitter Triumph; 4 Blooming Marsh; 1 Deathcap Glade; 3 Duress; 2 Emeritus of Abundance; 2 Firdoch Core; 3 Forest; 3 Keen-Eyed Curator; 4 Llanowar Elves; 2 Maelstrom Pulse; 1 Multiversal Passage; 4 Overgrown Tomb; 4 Professor Dellian Fel; 4 Requiting Hex; 1 Restless Cottage; 2 Shoot the Sheriff; 2 Soulstone Sanctuary; 1 Strategic Betrayal; 3 Swamp; 1 Underground Mortuary; 4 Unholy Annex // Ritual Chamber; 4 Wastewood Verge,"2 Day of Black Sun; 1 Decorum Dissertation; 1 Duress; 1 Intimidation Tactics; 1 Leatherhead, Swamp Stalker; 1 Long Goodbye; 2 Qarsi Revenant; 1 Surrak, Elusive Hunter; 1 The Ooze; 2 Torpor Orb; 1 Heritage Reclamation; 1 Maelstrom Pulse"
Yoshitaka Yamasaki,Izzet Prowess,6 Island; 1 Willowrush Verge; 4 Opt; 4 Elusive Otter; 2 Eddymurk Crab; 4 Stormchaser's Talent; 4 Burst Lightning; 2 Stormcarved Coast; 1 Bounce Off; 4 Boomerang Basics; 1 Get Out; 4 Flow State; 1 Secret Identity; 1 Wild Ride; 1 Stock Up; 4 Riverpyre Verge; 4 Steam Vents; 4 Spirebluff Canal; 4 Sleight of Hand; 4 Slickshot Show-Off,"1 Disdainful Stroke; 2 Eddymurk Crab; 1 Annul; 1 Get Out; 1 Impractical Joke; 1 Ghost Vacuum; 1 Roaring Furnace // Steaming Sauna; 2 Spell Pierce; 1 Prismari Charm; 2 Ral, Crackling Wit; 1 Soul-Guide Lantern; 1 Broadside Barrage"
Yi Yang,Izzet Prowess,4 Boomerang Basics; 4 Burst Lightning; 4 Colorstorm Stallion; 4 Eddymurk Crab; 4 Flow State; 2 Get Out; 7 Island; 1 Multiversal Passage; 4 Opt; 1 Prismari Charm; 4 Riverpyre Verge; 4 Sleight of Hand; 2 Spell Pierce; 4 Spirebluff Canal; 4 Steam Vents; 1 Stormcarved Coast; 4 Stormchaser's Talent; 2 Traumatic Critique,"2 Broadside Barrage; 1 Disdainful Stroke; 2 Emeritus of Ideation; 1 Ghost Vacuum; 1 Negate; 1 Ral, Crackling Wit; 1 Roaring Furnace // Steaming Sauna; 1 Sear; 2 Soul-Guide Lantern; 2 Sunderflock; 1 Tifa Lockhart"
Shota Yasooka,Izzet Prowess,6 Island; 4 Opt; 4 Elusive Otter; 4 Stormchaser's Talent; 4 Burst Lightning; 1 Great Hall of the Biblioplex; 4 Boomerang Basics; 3 Colorstorm Stallion; 1 Magic Damper; 4 Flow State; 1 Impractical Joke; 2 Multiversal Passage; 1 Spell Pierce; 1 Stock Up; 4 Riverpyre Verge; 4 Steam Vents; 4 Spirebluff Canal; 4 Sleight of Hand; 4 Slickshot Show-Off,"1 Flashfreeze; 1 Slagstorm; 1 Get Out; 1 Sear; 1 Ghost Vacuum; 1 Roaring Furnace // Steaming Sauna; 1 Stock Up; 2 Ral, Crackling Wit; 2 Soul-Guide Lantern; 1 Spell Pierce; 1 Spell Snare; 2 Broadside Barrage"
Jack Young,Izzet Prowess,4 Burst Lightning; 4 Opt; 4 Sleight of Hand; 2 Spell Pierce; 4 Boomerang Basics; 4 Stormchaser's Talent; 3 Flow State; 2 Traumatic Critique; 2 Prismari Charm; 2 Get Out; 4 Colorstorm Stallion; 4 Eddymurk Crab; 4 Steam Vents; 4 Riverpyre Verge; 4 Spirebluff Canal; 2 Stormcarved Coast; 7 Island,"2 Broadside Barrage; 2 Disdainful Stroke; 1 Negate; 2 Soul-Guide Lantern; 1 Ghost Vacuum; 2 Ral, Crackling Wit; 2 Sear; 1 Annul; 1 Get Out; 1 Roaring Furnace // Steaming Sauna"
Michael NK Young,Izzet Maestro,2 Mistrise Village; 2 Thundering Falls; 3 Sorceress's Schemes; 3 Three Steps Ahead; 2 Willowrush Verge; 1 Abrade; 2 Great Hall of the Biblioplex; 3 Molten-Core Maestro; 1 Hedge Maze; 1 Fountainport; 4 Combustion Technique; 3 Ashling's Command; 2 Island; 4 Firebending Lesson; 1 Spell Pierce; 2 Abandon Attachments; 4 Accumulate Wisdom; 1 Stock Up; 1 Prismari Charm; 2 It'll Quench Ya!; 4 Riverpyre Verge; 4 Steam Vents; 4 Tablet of Discovery; 4 Spirebluff Canal,2 Origin of Metalbending; 2 Negate; 2 Mathemagics; 1 Ill-Timed Explosion; 2 Annul; 2 Flashfreeze; 2 Soul-Guide Lantern; 1 Spell Pierce; 1 Broadside Barrage
Muhan Yu,Izzet Prowess,7 Island; 3 Eddymurk Crab; 4 Opt; 4 Stormchaser's Talent; 4 Burst Lightning; 4 Boomerang Basics; 2 Get Out; 2 Roaring Furnace // Steaming Sauna; 4 Flow State; 2 Multiversal Passage; 1 Stock Up; 4 Riverpyre Verge; 4 Steam Vents; 4 Spirebluff Canal; 1 Soul-Guide Lantern; 2 Unsummon; 4 Sleight of Hand; 4 Slickshot Show-Off,"2 Elusive Otter; 1 Sear; 1 Ghost Vacuum; 2 Spell Pierce; 2 Ral, Crackling Wit; 1 Soul-Guide Lantern; 2 Emeritus of Ideation; 1 Fire Magic; 2 Broadside Barrage; 1 Get Out"
Jack Yudt,Izzet Lessons,3 Abandon Attachments; 4 Accumulate Wisdom; 4 Boomerang Basics; 4 Combustion Technique; 4 Eddymurk Crab; 4 Firebending Lesson; 4 Flow State; 4 Gran-Gran; 1 Great Hall of the Biblioplex; 2 Iroh's Demonstration; 6 Island; 1 It'll Quench Ya!; 1 Mountain; 1 Multiversal Passage; 4 Riverpyre Verge; 4 Spirebluff Canal; 4 Steam Vents; 1 Stormcarved Coast; 4 Stormchaser's Talent,"2 Annul; 2 Emeritus of Ideation; 2 Get Out; 2 Ral, Crackling Wit; 1 Roaring Furnace // Steaming Sauna; 1 Slagstorm; 2 Spell Pierce; 2 Sunderflock; 1 The Legend of Kuruk"
Ken Yukuhiro,Sultai Control,"1 Swamp; 3 Withering Curse; 4 Starting Town; 2 Quandrix Charm; 1 Underground Mortuary; 1 Wistfulness; 1 Dreamroot Cascade; 4 Deceit; 3 Awaken the Honored Dead; 1 Island; 1 Black Cat, Cunning Thief; 4 Superior Spider-Man; 4 Wastewood Verge; 1 Multiversal Passage; 4 Rakshasa's Bargain; 4 Overgrown Tomb; 2 Shoot the Sheriff; 3 Undercity Sewers; 2 Requiting Hex; 4 Watery Grave; 2 Witherbloom Charm; 4 Ancient Cornucopia; 1 Gloomlake Verge; 3 Emeritus of Ideation","1 Disdainful Stroke; 2 Negate; 2 Strategic Betrayal; 2 Pest Control; 2 Keen-Eyed Curator; 2 Cavern of Souls; 1 Black Cat, Cunning Thief; 2 Duress; 1 Bitter Triumph"
Neilson Zhang,Izzet Prowess,4 Boomerang Basics; 4 Burst Lightning; 1 Colorstorm Stallion; 3 Eddymurk Crab; 4 Flow State; 2 Get Out; 1 Impractical Joke; 6 Island; 2 Multiversal Passage; 4 Opt; 2 Prismari Charm; 4 Riverpyre Verge; 4 Sleight of Hand; 4 Slickshot Show-Off; 1 Spell Pierce; 4 Spirebluff Canal; 4 Steam Vents; 1 Stormcarved Coast; 4 Stormchaser's Talent; 1 Wild Ride,1 The Legend of Kuruk; 2 Annul; 3 Colorstorm Stallion; 1 Ghost Vacuum; 2 Roaring Furnace // Steaming Sauna; 1 Sear; 2 Slagstorm; 2 Soul-Guide Lantern; 1 Spell Pierce
Rui Zhang,Izzet Lessons,6 Island; 4 Gran-Gran; 2 Three Steps Ahead; 3 Consult the Star Charts; 2 Agna Qel'a; 2 Boomerang Basics; 4 Combustion Technique; 2 Mountain; 2 Iroh's Demonstration; 4 Firebending Lesson; 4 Monument to Endurance; 1 Spell Pierce; 2 Abandon Attachments; 4 Accumulate Wisdom; 2 It'll Quench Ya!; 4 Riverpyre Verge; 4 Artist's Talent; 4 Steam Vents; 4 Spirebluff Canal,"2 Stormchaser's Talent; 2 Negate; 1 Boomerang Basics; 2 Ral, Crackling Wit; 2 Quantum Riddler; 3 Flashfreeze; 1 Spell Pierce; 1 Spell Snare; 1 Broadside Barrage"
Wentong Zhang,Boros Dragons,"4 Burst Lightning; 3 Cavern of Souls; 4 Clarion Conqueror; 2 Dragonhawk, Fate's Tempest; 2 Get Lost; 4 Inspiring Vantage; 1 Lorehold, the Historian; 4 Maelstrom of the Spirit Dragon; 4 Magmatic Hellkite; 4 Momo, Friendly Flier; 2 Mountain; 3 Multiversal Passage; 4 Nova Hellkite; 4 Sacred Foundry; 4 Sarkhan, Dragon Ascendant; 1 Spectacular Tactics; 4 Sunbillow Verge; 2 Twinmaw Stormbrood; 4 Voice of Victory",3 Doorkeeper Thrull; 1 Get Lost; 2 High Noon; 1 Pyroclasm; 4 Rest in Peace; 1 Slagstorm; 1 Spectacular Tactics; 2 The Legend of Roku
Yuxuan Zhang,Izzet Prowess,4 Boomerang Basics; 4 Burst Lightning; 4 Colorstorm Stallion; 4 Eddymurk Crab; 3 Flow State; 2 Get Out; 8 Island; 1 Multiversal Passage; 4 Opt; 2 Prismari Charm; 4 Riverpyre Verge; 4 Sleight of Hand; 2 Spell Pierce; 4 Spirebluff Canal; 4 Steam Vents; 4 Stormchaser's Talent; 2 Traumatic Critique,"1 Annul; 2 Broadside Barrage; 1 Disdainful Stroke; 1 Get Out; 2 Impractical Joke; 1 Negate; 2 Ral, Crackling Wit; 1 Roaring Furnace // Steaming Sauna; 1 Sear; 3 Soul-Guide Lantern"
Chang Zheng,Izzet Prowess,4 Boomerang Basics; 1 Bounce Off; 4 Burst Lightning; 2 Eddymurk Crab; 4 Elusive Otter; 4 Flow State; 6 Island; 2 Multiversal Passage; 1 Octopus Form; 4 Opt; 4 Riverpyre Verge; 4 Sleight of Hand; 4 Slickshot Show-Off; 4 Spirebluff Canal; 4 Steam Vents; 1 Stock Up; 4 Stormchaser's Talent; 1 Wild Ride; 1 Willowrush Verge; 1 Prismari Charm,"1 Broadside Barrage; 2 Eddymurk Crab; 1 Fire Magic; 2 Get Out; 1 Ghost Vacuum; 2 Ral, Crackling Wit; 1 Roaring Furnace // Steaming Sauna; 1 Sear; 2 Soul-Guide Lantern; 2 Spell Pierce"
